Order ID,Order Date,Customer ID,Customer Segment,Region,State,Product Category,Product Name,Sales,Quantity,Discount,Profit
SO-100466,2025-03-13,CUST-1289,Corporate,East,Massachusetts,Office Supplies,Desk Organizer,140.6,1,0.0,27.52
SO-101383,2023-09-30,CUST-1348,Home Office,Central,Missouri,Office Supplies,Premium Notebook Pack,170.54,1,0.3,2.49
SO-102484,2024-01-25,CUST-1586,Home Office,Central,Illinois,Office Supplies,Premium Notebook Pack,557.7,2,0.0,68.57
SO-101880,2023-01-23,CUST-1615,Consumer,West,Arizona,Furniture,Bookcase,681.74,1,0.2,-9.23
SO-101105,2024-01-21,CUST-1532,Consumer,South,Florida,Office Supplies,Desk Organizer,1234.26,6,0.1,278.49
SO-101692,2024-07-21,CUST-1843,Corporate,Central,Missouri,Technology,Noise-Canceling Headset,4009.95,3,0.0,1011.34
SO-102026,2023-03-01,CUST-1280,Corporate,East,New Jersey,Furniture,Filing Cabinet,552.48,4,0.15,59.39
SO-101998,2023-02-25,CUST-1889,Consumer,Central,Illinois,Office Supplies,Printer Paper Case,530.22,5,0.2,40.47
SO-102103,2023-05-03,CUST-1062,Consumer,West,California,Furniture,Bookcase,3037.88,4,0.1,216.58
SO-101667,2023-03-22,CUST-1788,Corporate,West,Oregon,Office Supplies,Printer Paper Case,224.62,1,0.05,27.83
SO-101193,2025-02-24,CUST-1777,Consumer,Central,Texas,Furniture,Conference Table,3732.67,4,0.3,-468.04
SO-102110,2024-12-13,CUST-1521,Corporate,West,Arizona,Furniture,Standing Desk,564.64,1,0.0,111.86
SO-100817,2025-08-04,CUST-1443,Corporate,Central,Michigan,Office Supplies,Desk Organizer,37.68,1,0.0,11.0
SO-101068,2024-02-04,CUST-1545,Corporate,East,Pennsylvania,Technology,Cloud Security Suite,3811.27,4,0.05,864.96
SO-100275,2023-04-02,CUST-1554,Consumer,East,New Jersey,Office Supplies,Toner Cartridge,89.16,4,0.1,5.96
SO-101727,2025-10-12,CUST-1507,Consumer,East,New York,Office Supplies,Ballpoint Pen Set,978.71,4,0.0,177.64
SO-100866,2025-10-27,CUST-1373,Corporate,East,Pennsylvania,Technology,Cloud Security Suite,2465.11,4,0.3,-51.97
SO-100102,2024-07-24,CUST-1273,Home Office,West,Arizona,Office Supplies,Toner Cartridge,524.68,3,0.0,149.96
SO-101565,2025-06-13,CUST-1213,Home Office,West,Arizona,Technology,USB-C Docking Station,4800.55,3,0.05,1502.72
SO-100108,2024-12-26,CUST-1117,Consumer,East,New York,Furniture,Ergonomic Office Chair,3473.22,3,0.05,634.54
SO-101448,2023-09-04,CUST-1176,Corporate,West,Oregon,Office Supplies,Premium Notebook Pack,310.34,2,0.05,52.43
SO-101507,2023-12-29,CUST-1738,Home Office,East,Virginia,Technology,Noise-Canceling Headset,220.57,1,0.1,59.73
SO-101986,2024-12-28,CUST-1402,Consumer,Central,Ohio,Office Supplies,Premium Notebook Pack,686.34,4,0.0,128.92
SO-101245,2023-06-13,CUST-1338,Corporate,Central,Michigan,Office Supplies,Desk Organizer,509.09,2,0.05,125.52
SO-101392,2023-05-04,CUST-1166,Corporate,Central,Illinois,Technology,Cloud Security Suite,1605.61,5,0.05,461.4
SO-101741,2023-07-04,CUST-1840,Consumer,East,New York,Technology,Noise-Canceling Headset,8621.54,5,0.0,2505.36
SO-101870,2023-12-18,CUST-1775,Consumer,South,Tennessee,Technology,Laptop Pro 14,5055.22,5,0.0,829.1
SO-102425,2023-02-06,CUST-1524,Consumer,West,Oregon,Office Supplies,Toner Cartridge,377.44,2,0.3,-6.48
SO-100713,2024-09-22,CUST-1769,Consumer,Central,Missouri,Office Supplies,Printer Paper Case,338.02,3,0.0,63.3
SO-100073,2024-07-19,CUST-1501,Consumer,Central,Ohio,Office Supplies,Ballpoint Pen Set,462.38,2,0.0,100.52
SO-101826,2025-01-03,CUST-1515,Consumer,South,Florida,Furniture,Bookcase,7681.19,8,0.0,1835.92
SO-102415,2024-12-21,CUST-1532,Corporate,West,California,Technology,Laptop Pro 14,1558.65,1,0.1,296.3
SO-100482,2024-07-29,CUST-1801,Consumer,West,Oregon,Technology,Wireless Keyboard,5936.48,4,0.1,1004.56
SO-101691,2024-04-24,CUST-1399,Consumer,South,North Carolina,Office Supplies,Toner Cartridge,678.76,4,0.0,106.9
SO-102001,2023-04-03,CUST-1277,Consumer,East,Virginia,Office Supplies,Ballpoint Pen Set,283.84,4,0.3,4.49
SO-101172,2024-06-08,CUST-1209,Home Office,West,Oregon,Furniture,Conference Table,950.49,2,0.3,-45.69
SO-102049,2023-06-26,CUST-1043,Consumer,West,Arizona,Office Supplies,Ballpoint Pen Set,118.19,1,0.0,12.01
SO-101458,2025-05-20,CUST-1614,Consumer,East,New York,Technology,Laptop Pro 14,3979.14,4,0.1,586.83
SO-100406,2024-10-18,CUST-1098,Corporate,Central,Missouri,Technology,USB-C Docking Station,1406.43,1,0.0,312.17
SO-100758,2023-06-12,CUST-1434,Home Office,East,Pennsylvania,Technology,Laptop Pro 14,419.36,2,0.2,89.48
SO-101386,2025-10-30,CUST-1328,Consumer,East,New Jersey,Technology,USB-C Docking Station,6347.59,8,0.2,1035.07
SO-101645,2025-03-05,CUST-1184,Home Office,Central,Michigan,Furniture,Conference Table,1104.22,1,0.0,114.04
SO-102294,2024-02-15,CUST-1725,Consumer,East,New Jersey,Technology,Cloud Security Suite,1071.12,1,0.05,258.97
SO-101794,2023-09-14,CUST-1535,Consumer,East,Virginia,Furniture,Filing Cabinet,1590.67,2,0.1,60.09
SO-100744,2025-06-07,CUST-1831,Consumer,West,Washington,Technology,Noise-Canceling Headset,2153.07,5,0.0,540.88
SO-100807,2024-01-20,CUST-1316,Consumer,West,California,Technology,Noise-Canceling Headset,2725.59,3,0.15,192.75
SO-102320,2024-05-17,CUST-1731,Corporate,South,Florida,Office Supplies,Toner Cartridge,90.44,1,0.1,13.7
SO-101919,2025-01-29,CUST-1142,Corporate,East,New Jersey,Technology,USB-C Docking Station,644.48,1,0.15,49.31
SO-101923,2025-06-24,CUST-1597,Corporate,West,California,Office Supplies,Ballpoint Pen Set,264.61,4,0.0,76.15
SO-101457,2025-10-24,CUST-1069,Home Office,East,New York,Technology,Cloud Security Suite,548.74,1,0.3,9.9
SO-100149,2023-09-08,CUST-1591,Consumer,East,Pennsylvania,Technology,USB-C Docking Station,2200.51,2,0.3,144.95
SO-101317,2025-11-04,CUST-1281,Consumer,West,California,Technology,Cloud Security Suite,2894.64,2,0.1,274.18
SO-101460,2024-10-19,CUST-1268,Consumer,West,California,Office Supplies,Printer Paper Case,357.73,2,0.3,13.01
SO-100693,2023-09-06,CUST-1654,Corporate,South,Florida,Furniture,Conference Table,624.28,1,0.0,54.96
SO-100819,2023-10-26,CUST-1216,Corporate,Central,Michigan,Office Supplies,Desk Organizer,106.13,5,0.15,23.63
SO-102123,2023-08-23,CUST-1033,Consumer,East,Massachusetts,Office Supplies,Printer Paper Case,85.87,4,0.2,8.07
SO-101466,2023-04-11,CUST-1390,Consumer,East,Virginia,Furniture,Standing Desk,615.76,4,0.05,71.19
SO-101740,2025-02-10,CUST-1796,Corporate,East,Massachusetts,Office Supplies,Desk Organizer,73.08,1,0.0,14.85
SO-100702,2023-12-18,CUST-1704,Corporate,East,New York,Office Supplies,Desk Organizer,1731.5,10,0.1,184.13
SO-102223,2024-01-02,CUST-1591,Corporate,West,California,Office Supplies,Printer Paper Case,15.39,1,0.0,3.44
SO-100922,2025-02-19,CUST-1124,,Central,Texas,Office Supplies,Premium Notebook Pack,1456.11,10,0.1,276.57
SO-100906,2024-02-26,CUST-1539,Home Office,West,Oregon,Office Supplies,Desk Organizer,1373.41,8,0.15,85.38
SO-100455,2023-04-25,CUST-1362,Corporate,South,North Carolina,Office Supplies,Toner Cartridge,138.38,1,0.1,26.49
SO-101509,2023-10-17,CUST-1350,Corporate,East,Massachusetts,Technology,Noise-Canceling Headset,601.38,4,0.0,132.22
SO-101819,2024-04-14,CUST-1408,Consumer,East,Massachusetts,Furniture,Filing Cabinet,2418.57,2,0.0,484.2
SO-101955,2024-10-13,CUST-1217,Corporate,South,Florida,Furniture,Standing Desk,559.62,1,0.1,99.59
SO-100168,2025-04-10,CUST-1241,Consumer,South,Louisiana,Furniture,Ergonomic Office Chair,327.99,1,0.0,40.88
SO-100731,2025-02-20,CUST-1192,Home Office,Central,Missouri,Furniture,Standing Desk,378.97,1,0.0,36.4
SO-101602,2025-01-03,CUST-1164,Consumer,East,New Jersey,Technology,Cloud Security Suite,4468.75,4,0.0,938.23
SO-100027,2023-11-27,CUST-1596,Corporate,Central,Missouri,Furniture,Ergonomic Office Chair,882.94,6,0.2,24.82
SO-102430,2025-09-22,CUST-1829,Corporate,Central,Texas,Furniture,Standing Desk,1201.59,2,0.05,190.52
SO-101547,2024-07-19,CUST-1218,Home Office,West,Oregon,Office Supplies,Toner Cartridge,173.14,4,0.05,13.68
SO-100998,2024-07-16,CUST-1741,Corporate,West,Arizona,Technology,Noise-Canceling Headset,1076.03,1,0.0,158.88
SO-101177,2023-11-23,CUST-1035,Consumer,East,Massachusetts,Technology,USB-C Docking Station,2732.6,2,0.0,739.78
SO-101041,2024-05-17,CUST-1716,Corporate,West,Colorado,Technology,Noise-Canceling Headset,5972.32,4,0.0,1755.75
SO-101646,2023-08-17,CUST-1544,Corporate,Central,Ohio,Technology,Wireless Keyboard,854.95,2,0.0,168.31
SO-101456,2024-05-12,CUST-1545,Consumer,South,Tennessee,Furniture,Ergonomic Office Chair,1901.87,3,0.15,56.85
SO-101914,2023-12-04,CUST-1775,Corporate,East,Pennsylvania,Technology,Wireless Keyboard,318.31,2,0.0,57.3
SO-100042,2024-05-04,CUST-1723,Corporate,West,California,Technology,Cloud Security Suite,1971.34,3,0.0,367.17
SO-101267,2023-04-15,CUST-1181,Consumer,West,Colorado,Office Supplies,Ballpoint Pen Set,880.29,5,0.2,31.58
SO-101651,2023-01-04,CUST-1546,Corporate,South,Louisiana,Office Supplies,Toner Cartridge,196.16,4,0.1,11.49
SO-101731,2025-02-08,CUST-1617,Corporate,Central,Illinois,Furniture,Conference Table,500.29,1,0.0,76.85
SO-101399,2025-10-01,CUST-1866,Consumer,East,Pennsylvania,Office Supplies,Desk Organizer,407.33,2,0.0,101.58
SO-101279,2024-08-06,CUST-1325,Home Office,West,California,Office Supplies,Toner Cartridge,171.08,1,0.0,50.46
SO-100610,2025-03-13,CUST-1297,Consumer,East,New York,Office Supplies,Desk Organizer,1234.89,5,0.1,199.81
SO-101133,2023-11-21,CUST-1138,Corporate,West,Arizona,Technology,Wireless Keyboard,7039.56,4,0.0,1611.92
SO-102029,2023-12-03,CUST-1645,Consumer,West,Oregon,Furniture,Standing Desk,1568.11,2,0.1,187.45
SO-100442,2023-09-11,CUST-1044,Corporate,East,New Jersey,Technology,USB-C Docking Station,12740.91,10,0.05,1845.77
SO-101376,2025-11-14,CUST-1670,Corporate,West,California,Technology,USB-C Docking Station,2460.76,3,0.3,333.76
SO-101603,2025-08-05,CUST-1583,Consumer,West,Washington,Technology,Laptop Pro 14,3728.61,3,0.2,502.18
SO-100494,2023-03-19,CUST-1864,Consumer,Central,Michigan,Technology,USB-C Docking Station,2604.95,3,0.2,307.21
SO-101908,2023-10-28,CUST-1714,Corporate,East,Pennsylvania,Furniture,Ergonomic Office Chair,5688.03,8,0.0,740.2
SO-100237,2023-12-20,CUST-1729,Consumer,Central,Texas,Technology,Cloud Security Suite,2315.75,6,0.2,256.14
SO-100552,2025-05-26,CUST-1674,Home Office,East,New York,Office Supplies,Ballpoint Pen Set,539.3,10,0.05,51.61
SO-100521,2024-04-06,CUST-1726,Corporate,West,Oregon,Furniture,Ergonomic Office Chair,319.83,2,0.05,49.4
SO-101689,2025-03-25,CUST-1268,Home Office,Central,Texas,Technology,USB-C Docking Station,1048.22,3,0.0,225.59
SO-101233,2023-01-02,CUST-1532,Corporate,West,Colorado,Office Supplies,Desk Organizer,504.59,4,0.2,28.9
SO-101139,2023-02-09,CUST-1802,Home Office,West,Washington,Furniture,Ergonomic Office Chair,1998.61,2,0.0,291.84
SO-100721,2023-12-07,CUST-1272,Consumer,East,New York,Technology,Cloud Security Suite,161.35,1,0.05,44.13
SO-101934,2025-03-16,CUST-1478,Consumer,South,Georgia,Technology,USB-C Docking Station,7152.26,4,0.0,1184.82
SO-102220,2024-05-16,CUST-1436,Consumer,South,North Carolina,Furniture,Filing Cabinet,2002.97,4,0.2,-83.01
SO-100059,2023-09-16,CUST-1489,Consumer,Central,Ohio,Technology,Cloud Security Suite,1817.17,2,0.0,273.08
SO-100632,2023-09-18,CUST-1378,Consumer,West,Arizona,Office Supplies,Toner Cartridge,38.11,1,0.05,8.23
SO-101182,2023-01-04,CUST-1293,Home Office,South,Florida,Office Supplies,Desk Organizer,544.11,4,0.15,77.29
SO-101855,2025-10-28,CUST-1120,Consumer,Central,Ohio,Office Supplies,Ballpoint Pen Set,1074.15,5,0.1,183.33
SO-100593,2025-06-20,CUST-1041,Consumer,East,Pennsylvania,Technology,USB-C Docking Station,2228.71,4,0.0,755.62
SO-102188,2023-04-14,CUST-1621,Consumer,South,Florida,Furniture,Conference Table,4933.36,6,0.0,975.61
SO-100940,2024-03-14,CUST-1357,Corporate,East,New York,Furniture,Standing Desk,516.95,4,0.05,88.63
SO-102421,2025-05-01,CUST-1837,Corporate,East,Massachusetts,Office Supplies,Printer Paper Case,215.8,1,0.1,16.47
SO-101250,2025-10-04,CUST-1385,Corporate,South,Tennessee,Furniture,Standing Desk,1385.11,3,0.0,150.5
SO-100905,2023-03-31,CUST-1556,Corporate,West,Colorado,Technology,Cloud Security Suite,608.26,2,0.1,139.83
SO-101973,2025-03-10,CUST-1490,Consumer,East,Virginia,Technology,Noise-Canceling Headset,864.73,1,0.0,147.97
SO-102410,2025-10-31,CUST-1152,Consumer,East,Virginia,Technology,Cloud Security Suite,2811.38,2,0.0,421.74
SO-101566,2024-07-28,CUST-1313,Consumer,East,Pennsylvania,Technology,Noise-Canceling Headset,1292.21,1,0.0,397.68
SO-102248,2025-02-05,CUST-1806,Corporate,Central,Michigan,Office Supplies,Toner Cartridge,201.9,1,0.0,27.87
SO-101883,2024-05-30,CUST-1010,Consumer,South,Georgia,Technology,Noise-Canceling Headset,13046.73,10,0.05,1964.06
SO-101938,2025-08-27,CUST-1014,Corporate,South,North Carolina,Furniture,Filing Cabinet,798.31,3,0.0,196.92
SO-100707,2024-03-31,CUST-1209,Corporate,Central,Ohio,Technology,Laptop Pro 14,479.97,3,0.3,-61.02
SO-101023,2025-12-11,CUST-1808,Home Office,West,Arizona,Technology,Laptop Pro 14,1390.35,2,0.0,272.04
SO-100746,2024-01-04,CUST-1086,Corporate,East,New Jersey,Technology,Wireless Keyboard,4344.54,4,0.0,831.34
SO-101856,2025-07-21,CUST-1191,Consumer,East,Virginia,Office Supplies,Printer Paper Case,281.26,2,0.1,15.2
SO-101450,2024-09-05,CUST-1686,Corporate,Central,Texas,Office Supplies,Premium Notebook Pack,374.76,3,0.15,31.32
SO-100514,2024-11-01,CUST-1751,Home Office,West,Washington,Furniture,Standing Desk,7719.52,6,0.0,679.01
SO-100082,2024-05-27,CUST-1022,Consumer,West,Oregon,Furniture,Filing Cabinet,450.5,2,0.0,60.03
SO-102227,2024-01-27,CUST-1539,Corporate,East,Massachusetts,Furniture,Standing Desk,2540.75,2,0.05,164.95
SO-100915,2024-10-19,CUST-1059,Consumer,South,Georgia,Technology,Laptop Pro 14,6867.5,8,0.05,1971.0
SO-102313,2025-01-07,CUST-1784,Consumer,Central,Ohio,Technology,Laptop Pro 14,2192.02,8,0.1,361.58
SO-102311,2024-03-06,CUST-1144,Consumer,Central,Michigan,Office Supplies,Toner Cartridge,408.13,3,0.0,74.32
SO-100151,2024-03-16,CUST-1374,Consumer,Central,Texas,Furniture,Filing Cabinet,460.76,1,0.0,47.97
SO-100775,2023-09-24,CUST-1133,Corporate,West,Oregon,Furniture,Bookcase,2294.58,4,0.0,342.19
SO-100330,2023-09-02,CUST-1157,Consumer,West,Arizona,Technology,Wireless Keyboard,2202.19,2,0.0,620.88
SO-100007,2023-04-25,CUST-1405,Corporate,East,New York,Furniture,Ergonomic Office Chair,2319.63,8,0.2,-0.04
SO-100944,2025-04-17,CUST-1224,Consumer,East,Massachusetts,Technology,USB-C Docking Station,2958.34,2,0.0,446.49
SO-102214,2024-11-22,CUST-1746,Consumer,Central,Missouri,Furniture,Conference Table,2667.16,5,0.05,217.66
SO-100735,2025-09-06,CUST-1829,Corporate,Central,Illinois,Office Supplies,Desk Organizer,119.99,5,0.0,29.2
SO-100910,2023-04-01,CUST-1772,Consumer,East,New Jersey,Furniture,Ergonomic Office Chair,858.09,1,0.1,154.01
SO-100469,2024-12-01,CUST-1455,Consumer,West,Washington,Office Supplies,Toner Cartridge,223.82,1,0.05,32.48
SO-100182,2025-08-27,CUST-1248,Consumer,East,Pennsylvania,Office Supplies,Desk Organizer,539.3,3,0.3,23.85
SO-100165,2023-12-27,CUST-1305,Home Office,South,Florida,Furniture,Filing Cabinet,1056.0,4,0.2,44.13
SO-100452,2025-04-29,CUST-1518,Consumer,West,Oregon,Office Supplies,Premium Notebook Pack,11.07,1,0.0,2.86
SO-100491,2023-06-05,CUST-1061,Corporate,Central,Michigan,Office Supplies,Ballpoint Pen Set,389.98,5,0.0,43.86
SO-101420,2024-01-30,CUST-1782,Consumer,West,Oregon,Technology,Wireless Keyboard,4513.38,6,0.15,1029.41
SO-101144,2023-04-13,CUST-1749,Consumer,Central,Ohio,Furniture,Filing Cabinet,4408.3,4,0.05,799.22
SO-102384,2025-08-15,CUST-1668,Consumer,South,Louisiana,Furniture,Conference Table,2495.74,3,0.05,458.04
SO-101112,2024-04-12,CUST-1641,Consumer,West,Arizona,Technology,Wireless Keyboard,1863.3,2,0.2,252.13
SO-102498,2024-12-31,CUST-1206,Corporate,South,Louisiana,Office Supplies,Printer Paper Case,691.23,4,0.3,-78.48
SO-101335,2023-10-02,CUST-1236,Consumer,South,Florida,Technology,Laptop Pro 14,4511.59,3,0.05,625.92
SO-101511,2024-11-02,CUST-1463,Consumer,South,North Carolina,Technology,Noise-Canceling Headset,6927.07,6,0.05,1036.49
SO-101739,2025-10-03,CUST-1531,Home Office,Central,Illinois,Technology,Cloud Security Suite,122.5,1,0.0,18.64
SO-101785,2025-10-01,CUST-1113,Corporate,West,Colorado,Office Supplies,Printer Paper Case,190.11,2,0.0,47.32
SO-101540,2025-07-12,CUST-1863,Home Office,West,Colorado,Technology,Noise-Canceling Headset,5432.28,4,0.0,1189.93
SO-101876,2025-12-27,CUST-1522,Corporate,South,North Carolina,Technology,Laptop Pro 14,8930.65,6,0.15,769.75
SO-101814,2025-04-09,CUST-1252,Corporate,Central,Missouri,Technology,Wireless Keyboard,4671.81,4,0.0,1471.76
SO-101818,2025-02-25,CUST-1077,Corporate,East,Massachusetts,Furniture,Filing Cabinet,5345.96,10,0.0,555.12
SO-100328,2024-10-02,CUST-1726,Consumer,South,Florida,Technology,Noise-Canceling Headset,7898.34,5,0.0,1462.06
SO-100443,2023-12-16,CUST-1787,Home Office,South,Louisiana,Office Supplies,Premium Notebook Pack,219.89,1,0.1,29.62
SO-101616,2025-03-22,CUST-1051,Home Office,South,Louisiana,Technology,Cloud Security Suite,7490.2,6,0.05,1241.88
SO-101405,2024-01-08,CUST-1671,Corporate,Central,Texas,Technology,USB-C Docking Station,1083.73,1,0.15,189.53
SO-100833,2025-04-05,CUST-1266,Consumer,South,Louisiana,Technology,Wireless Keyboard,2466.24,3,0.15,526.86
SO-101926,2025-07-31,CUST-1090,Consumer,West,California,Furniture,Standing Desk,12251.69,10,0.1,2045.58
SO-101918,2025-03-08,CUST-1702,Corporate,West,Oregon,Technology,Cloud Security Suite,2800.62,2,0.0,877.69
SO-101408,2024-02-21,CUST-1020,Consumer,West,Oregon,Technology,USB-C Docking Station,8150.12,6,0.0,2458.47
SO-100087,2025-03-24,CUST-1390,Consumer,South,Louisiana,Office Supplies,Printer Paper Case,79.93,1,0.0,19.97
SO-102452,2023-11-13,CUST-1337,Corporate,West,Arizona,Technology,Wireless Keyboard,6170.45,5,0.15,1403.67
SO-100778,2025-07-07,CUST-1132,Home Office,Central,Texas,Technology,USB-C Docking Station,6799.47,8,0.15,660.29
SO-102024,2023-02-23,CUST-1559,Consumer,West,California,Furniture,Conference Table,2485.92,3,0.0,471.12
SO-100055,2024-05-09,CUST-1708,Corporate,Central,Ohio,Technology,USB-C Docking Station,3073.05,3,0.15,261.56
SO-101902,2025-03-28,CUST-1714,Corporate,Central,Michigan,Office Supplies,Printer Paper Case,562.62,3,0.0,100.34
SO-101288,2023-01-06,CUST-1377,Home Office,Central,Texas,Technology,Laptop Pro 14,1386.96,2,0.0,373.91
SO-101712,2023-01-08,CUST-1359,Corporate,West,Washington,Office Supplies,Ballpoint Pen Set,710.82,3,0.1,149.41
SO-102382,2024-12-04,CUST-1168,Home Office,West,Oregon,Office Supplies,Printer Paper Case,118.55,1,0.05,19.66
SO-101246,2024-10-30,CUST-1521,Corporate,West,Colorado,Technology,Noise-Canceling Headset,2426.81,2,0.15,365.48
SO-100114,2023-07-04,CUST-1154,Consumer,Central,Missouri,Furniture,Ergonomic Office Chair,3043.8,5,0.1,253.04
SO-102353,2025-07-20,CUST-1766,Home Office,Central,Illinois,Office Supplies,Desk Organizer,214.8,1,0.0,32.83
SO-100988,2025-08-07,CUST-1611,Consumer,Central,Texas,Technology,Wireless Keyboard,1583.61,2,0.0,435.41
SO-101911,2025-02-08,CUST-1459,Consumer,South,North Carolina,Technology,USB-C Docking Station,731.31,3,0.0,157.08
SO-101595,2023-06-13,CUST-1664,Consumer,South,Georgia,Office Supplies,Printer Paper Case,253.13,2,0.05,45.02
SO-101010,2024-08-13,CUST-1633,Corporate,East,Massachusetts,Office Supplies,Printer Paper Case,314.36,4,0.3,-15.64
SO-101199,2023-12-03,CUST-1556,Corporate,East,Virginia,Furniture,Conference Table,2033.2,2,0.1,387.16
SO-100590,2025-10-30,CUST-1347,Home Office,Central,Michigan,Office Supplies,Premium Notebook Pack,773.24,3,0.05,97.18
SO-100769,2024-12-01,CUST-1191,Corporate,West,Colorado,Furniture,Conference Table,456.12,1,0.0,87.2
SO-100018,2023-06-04,CUST-1497,Consumer,West,Colorado,Office Supplies,Toner Cartridge,1506.56,8,0.2,255.76
SO-101043,2024-06-14,CUST-1524,Consumer,East,New York,Office Supplies,Desk Organizer,347.39,3,0.0,71.45
SO-102058,2024-05-11,CUST-1819,Consumer,West,Colorado,Office Supplies,Toner Cartridge,193.48,1,0.1,19.38
SO-100286,2024-02-12,CUST-1485,Corporate,West,Arizona,Office Supplies,Printer Paper Case,367.23,2,0.05,57.15
SO-100429,2024-12-11,CUST-1030,Corporate,Central,Michigan,Technology,Noise-Canceling Headset,583.48,1,0.0,126.87
SO-101948,2025-01-27,CUST-1438,Corporate,West,Arizona,Furniture,Bookcase,10910.35,8,0.0,2351.69
SO-101380,2025-12-09,CUST-1399,Corporate,East,Pennsylvania,Office Supplies,Ballpoint Pen Set,44.22,2,0.0,12.33
SO-100670,2023-12-23,CUST-1851,Corporate,East,Massachusetts,Technology,Noise-Canceling Headset,533.22,1,0.0,102.57
SO-100032,2024-11-09,CUST-1321,Home Office,South,Florida,Technology,Noise-Canceling Headset,3474.12,2,0.0,788.32
SO-101342,2024-03-07,CUST-1198,Consumer,South,North Carolina,Office Supplies,Printer Paper Case,443.11,6,0.0,91.09
SO-100723,2024-11-21,CUST-1364,Consumer,Central,Michigan,Office Supplies,Ballpoint Pen Set,1657.31,8,0.1,223.56
SO-100952,2023-07-10,CUST-1781,Corporate,East,New Jersey,Furniture,Bookcase,1051.64,2,0.3,-64.54
SO-101790,2024-04-15,CUST-1074,Consumer,West,California,Furniture,Conference Table,3498.58,3,0.15,568.51
SO-100215,2024-06-21,CUST-1176,Corporate,Central,Ohio,Office Supplies,Toner Cartridge,227.42,2,0.0,38.75
SO-101815,2025-03-18,CUST-1129,Consumer,South,Louisiana,Technology,Noise-Canceling Headset,444.89,3,0.1,130.53
SO-101165,2024-10-25,CUST-1730,Corporate,West,Oregon,Office Supplies,Ballpoint Pen Set,384.53,4,0.0,77.81
SO-100327,2024-04-04,CUST-1701,Consumer,Central,Missouri,Furniture,Conference Table,996.21,1,0.0,154.39
SO-100561,2023-09-20,CUST-1250,Corporate,South,North Carolina,Furniture,Conference Table,819.64,2,0.3,-2.55
SO-101087,2023-10-26,CUST-1583,Consumer,Central,Missouri,Technology,USB-C Docking Station,1999.82,8,0.15,480.29
SO-102022,2023-11-12,CUST-1428,Corporate,West,Arizona,Furniture,Conference Table,662.35,3,0.0,107.55
SO-100342,2024-12-05,CUST-1871,Consumer,East,Virginia,Technology,Noise-Canceling Headset,1522.38,1,0.0,456.61
SO-100148,2024-11-27,CUST-1477,Home Office,Central,Michigan,Technology,Cloud Security Suite,1758.63,1,0.0,443.76
SO-101867,2023-03-06,CUST-1852,Consumer,West,California,Furniture,Bookcase,2301.05,8,0.05,383.46
SO-101108,2024-08-11,CUST-1756,Corporate,Central,Texas,Technology,Laptop Pro 14,1526.31,3,0.2,172.45
SO-100849,2025-04-04,CUST-1771,Home Office,East,Virginia,Technology,Laptop Pro 14,201.18,1,0.15,41.91
SO-100967,2023-12-07,CUST-1667,Corporate,South,North Carolina,Office Supplies,Toner Cartridge,512.51,4,0.0,63.58
SO-101073,2023-10-15,CUST-1533,Corporate,South,Florida,Furniture,Standing Desk,355.67,1,0.0,49.42
SO-100156,2024-09-22,CUST-1634,Corporate,South,Florida,Technology,Noise-Canceling Headset,4143.62,4,0.05,603.93
SO-101690,2024-11-30,CUST-1544,Corporate,East,Virginia,Office Supplies,Printer Paper Case,109.75,3,0.05,18.48
SO-101628,2025-03-18,CUST-1078,Corporate,Central,Michigan,Office Supplies,Premium Notebook Pack,717.19,3,0.1,90.18
SO-101003,2024-10-26,CUST-1012,Consumer,East,Virginia,Office Supplies,Desk Organizer,503.74,3,0.0,89.57
SO-101871,2023-12-25,CUST-1657,Consumer,South,Tennessee,Office Supplies,Ballpoint Pen Set,71.68,1,0.15,5.74
SO-102104,2024-07-31,CUST-1105,Consumer,East,Pennsylvania,Furniture,Bookcase,1808.83,4,0.15,34.41
SO-101875,2024-05-11,CUST-1081,Home Office,West,Washington,Office Supplies,Ballpoint Pen Set,34.98,2,0.1,4.53
SO-102221,2023-05-14,CUST-1066,Home Office,South,Tennessee,Technology,Noise-Canceling Headset,1197.62,2,0.0,316.41
SO-102471,2024-10-11,CUST-1490,Corporate,Central,Missouri,Office Supplies,Printer Paper Case,1175.53,6,0.1,92.21
SO-101204,2024-03-13,CUST-1130,Corporate,East,New Jersey,Technology,Wireless Keyboard,2199.06,3,0.05,615.84
SO-101657,2025-01-28,CUST-1130,Consumer,South,Georgia,Office Supplies,Toner Cartridge,638.18,5,0.15,53.44
SO-102357,2023-08-09,CUST-1578,Corporate,East,Virginia,Technology,USB-C Docking Station,2913.03,4,0.0,606.74
SO-102035,2023-06-01,CUST-1868,Consumer,South,Louisiana,Furniture,Conference Table,3043.87,4,0.1,168.11
SO-101503,2025-02-11,CUST-1646,Consumer,East,Virginia,Technology,Laptop Pro 14,1851.86,6,0.1,267.6
SO-101813,2024-12-05,CUST-1875,Consumer,South,Florida,Office Supplies,Premium Notebook Pack,471.06,2,0.15,81.52
SO-102222,2024-01-30,CUST-1844,Consumer,West,Oregon,Office Supplies,Ballpoint Pen Set,2125.31,10,0.1,358.92
SO-102461,2025-11-14,CUST-1725,Corporate,East,Pennsylvania,Technology,USB-C Docking Station,4098.9,3,0.1,855.75
